Código,Departamento,Provincia,Distrito,No Pobre,Pobre,Pobre extremo
90711,HUANCAVELICA,TAYACAJA,PAZOS,204,1125,690
90713,HUANCAVELICA,TAYACAJA,QUISHUAR,10,93,187
90714,HUANCAVELICA,TAYACAJA,SALCABAMBA,77,474,1042
90715,HUANCAVELICA,TAYACAJA,SALCAHUASI,33,249,905
90716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,60,154,683
90717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,90,441,1206
90718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,51,132,611
90719,HUANCAVELICA,TAYACAJA,QUICHUAS,90,544,1013
90720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,57,406,624
90721,HUANCAVELICA,TAYACAJA,ROBLE,12,185,364
90722,HUANCAVELICA,TAYACAJA,PICHOS,18,331,295
90723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,16,341,166
,HUANCAVELICA,TAYACAJA,LAMBRAS,58,398,481
,HUANCAVELICA,TAYACAJA,COCHABAMBA,10,20,364
100101,HUANUCO,HUANUCO,HUANUCO,11103,3690,2122
100102,HUANUCO,HUANUCO,AMARILIS,45541,86020,89466
100103,HUANUCO,HUANUCO,CHINCHAO,45541,86020,89466
100104,HUANUCO,HUANUCO,CHURUBAMBA,357,2550,3678
100105,HUANUCO,HUANUCO,MARGOS,65,958,700
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),151,695,847
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,182,931,809
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,16,376,666
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,863,2890,2702
100110,HUANUCO,HUANUCO,YARUMAYO,46,292,408
100111,HUANUCO,HUANUCO,PILLCO MARCA,2782,2209,2496
100112,HUANUCO,HUANUCO,YACUS,19,387,508
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,195,1967,914
100201,HUANUCO,AMBO,AMBO,621,2080,2710
100202,HUANUCO,AMBO,CAYNA,55,534,384
100203,HUANUCO,AMBO,COLPAS,16,247,383
100204,HUANUCO,AMBO,CONCHAMARCA,195,1079,598
100205,HUANUCO,AMBO,HUACAR,204,1637,711
100206,HUANUCO,AMBO,SAN FRANCISCO,55,490,128
100207,HUANUCO,AMBO,SAN RAFAEL,229,1634,1594
100208,HUANUCO,AMBO,TOMAY KICHWA,360,506,258
100301,HUANUCO,DOS DE MAYO,LA UNION,138,713,678
100307,HUANUCO,DOS DE MAYO,CHUQUIS,75,522,776
100311,HUANUCO,DOS DE MAYO,MARIAS,58,888,1092
100313,HUANUCO,DOS DE MAYO,PACHAS,178,1170,856
100316,HUANUCO,DOS DE MAYO,QUIVILLA,29,170,184
100317,HUANUCO,DOS DE MAYO,RIPAN,175,627,978
100321,HUANUCO,DOS DE MAYO,SHUNQUI,68,327,389
100322,HUANUCO,DOS DE MAYO,SILLAPATA,80,382,400
100323,HUANUCO,DOS DE MAYO,YANAS,78,408,632
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,120,990,459
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,69,379,575
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,11,187,255
100404,HUANUCO,HUACAYBAMBA,PINRA,79,994,914
100501,HUANUCO,HUAMALIES,LLATA,462,2280,1879
100502,HUANUCO,HUAMALIES,ARANCAY,35,403,228
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,37,604,670
100504,HUANUCO,HUAMALIES,JACAS GRANDE,176,718,1263
100505,HUANUCO,HUAMALIES,JIRCAN,28,278,256
100506,HUANUCO,HUAMALIES,MIRAFLORES,63,653,435
100507,HUANUCO,HUAMALIES,MONZON,498,1860,2636
100508,HUANUCO,HUAMALIES,PUNCHAO,55,427,221
100509,HUANUCO,HUAMALIES,PUNOS,118,721,829
100510,HUANUCO,HUAMALIES,SINGA,84,576,498
100511,HUANUCO,HUAMALIES,TANTAMAYO,22,354,341
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,4348,3885,3210
100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,173,1135,1048
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,135,833,511
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,2010,2583,1884
100605,HUANUCO,LEONCIO PRADO,LUYANDO,388,1283,1822
100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,819,1927,1069
100607,HUANUCO,LEONCIO PRADO,PUCAYACU,99,685,756
100608,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,659,1130,1332
100609,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,122,591,1015
100610,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,156,566,336
100701,HUANUCO,MARANON,HUACRACHUCO,238,3172,1269
100702,HUANUCO,MARANON,CHOLON,180,755,1497
100703,HUANUCO,MARANON,SAN BUENAVENTURA,55,401,351
100704,HUANUCO,MARANON,LA MORADA,47,430,954
,HUANUCO,MARANON,SANTA ROSA DE ALTO JAYANANCA,31,89,1001
100801,HUANUCO,PACHITEA,PANAO,329,1845,4123
100802,HUANUCO,PACHITEA,CHAGLLA,504,1967,1851
100803,HUANUCO,PACHITEA,MOLINO,444,1738,2384
100804,HUANUCO,PACHITEA,UMARI,268,1373,2494
100901,HUANUCO,PUERTO INCA,PUERTO INCA,672,1266,1369
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,468,539,1097
100903,HUANUCO,PUERTO INCA,HONORIA,291,808,855
100904,HUANUCO,PUERTO INCA,TOURNAVISTA,156,639,1564
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,423,469,901
101001,HUANUCO,LAURICOCHA,JESUS,135,847,573
101002,HUANUCO,LAURICOCHA,BANOS,96,431,413
101003,HUANUCO,LAURICOCHA,JIVIA,41,149,256
101004,HUANUCO,LAURICOCHA,QUEROPALCA,26,97,81
101005,HUANUCO,LAURICOCHA,RONDOS,131,724,797
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,16,345,185
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,102,482,1223
101101,HUANUCO,YAROWILCA,CHAVINILLO,113,677,852
101102,HUANUCO,YAROWILCA,CAHUAC,55,273,167
101103,HUANUCO,YAROWILCA,CHACABAMBA,41,308,167
101104,HUANUCO,YAROWILCA,APARICIO POMARES,120,806,1142
101105,HUANUCO,YAROWILCA,JACAS CHICO,32,198,232
101106,HUANUCO,YAROWILCA,OBAS,96,717,947
101107,HUANUCO,YAROWILCA,PAMPAMARCA,24,178,392
101108,HUANUCO,YAROWILCA,CHORAS,37,389,416
110101,ICA,ICA,ICA,71219,120710,22807
110102,ICA,ICA,LA TINGUINA,71219,120710,22807
110103,ICA,ICA,LOS AQUIJES,1935,3897,843
110104,ICA,ICA,OCUCAJE,338,668,332
110105,ICA,ICA,PACHACUTEC,285,731,230
110106,ICA,ICA,PARCONA,6291,8628,237
110107,ICA,ICA,PUEBLO NUEVO,283,246,424
110108,ICA,ICA,SALAS,1373,4472,425
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,241,376,331
110110,ICA,ICA,SAN JUAN BAUTISTA,1372,916,387
110111,ICA,ICA,SANTIAGO,2037,3119,1110
110112,ICA,ICA,SUBTANJALLA,3996,5245,247
110113,ICA,ICA,TATE,451,913,316
110114,ICA,ICA,YAUCA DEL ROSARIO,41,31,195
110201,ICA,CHINCHA,CHINCHA ALTA,4771,8428,879
110202,ICA,CHINCHA,ALTO LARAN,414,552,252
110203,ICA,CHINCHA,CHAVIN,16,136,135
110204,ICA,CHINCHA,CHINCHA BAJA,730,675,266
110205,ICA,CHINCHA,EL CARMEN,493,443,817
110206,ICA,CHINCHA,GROCIO PRADO,2637,5261,1066
110207,ICA,CHINCHA,PUEBLO NUEVO,5030,10923,969
110208,ICA,CHINCHA,SAN JUAN DE YANAC,104,155,286
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,6,85,174
110210,ICA,CHINCHA,SUNAMPE,2533,6218,596
110211,ICA,CHINCHA,TAMBO DE MORA,200,935,77
,ICA,NAZCA,NAZCA,3106,5103,892
,ICA,NAZCA,CHANGUILLO,231,203,347
,ICA,NAZCA,EL INGENIO,389,469,645
,ICA,NAZCA,MARCONA,431,1772,128
,ICA,NAZCA,VISTA ALEGRE,3478,5529,1078
110401,ICA,PALPA,PALPA,439,569,536
110402,ICA,PALPA,LLIPATA,172,113,210
110403,ICA,PALPA,RIO GRANDE,173,156,207
110404,ICA,PALPA,SANTA CRUZ,103,119,149
110405,ICA,PALPA,TIBILLO,2,42,38
110501,ICA,PISCO,PISCO,4938,7546,1242
110502,ICA,PISCO,HUANCANO,197,161,252
110503,ICA,PISCO,HUMAY,1190,919,281
110504,ICA,PISCO,INDEPENDENCIA,672,1296,1223
110505,ICA,PISCO,PARACAS,649,1486,190
110506,ICA,PISCO,SAN ANDRES,704,4388,1539
110507,ICA,PISCO,SAN CLEMENTE,3244,4574,470
110508,ICA,PISCO,TUPAC AMARU INCA,1568,4021,790
120101,JUNIN,HUANCAYO,HUANCAYO,97333,113405,132158
120104,JUNIN,HUANCAYO,CARHUACALLANGA,97333,113405,132158
120105,JUNIN,HUANCAYO,CHACAPAMPA,20,112,166
120106,JUNIN,HUANCAYO,CHICCHE,97333,113405,132158
120107,JUNIN,HUANCAYO,CHILCA,8490,8203,7566
120108,JUNIN,HUANCAYO,CHONGOS ALTO,42,226,181
120111,JUNIN,HUANCAYO,CHUPURO,205,310,242
120112,JUNIN,HUANCAYO,COLCA,14,193,196
120113,JUNIN,HUANCAYO,CULLHUAS,29,46,691
120114,JUNIN,HUANCAYO,EL TAMBO,8788,4879,3524
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,143,249,151
120117,JUNIN,HUANCAYO,HUALHUAS,629,893,565
120119,JUNIN,HUANCAYO,HUANCAN,4261,3310,1590
120120,JUNIN,HUANCAYO,HUASICANCHA,7,110,88
120121,JUNIN,HUANCAYO,HUAYUCACHI,871,1249,1327
120122,JUNIN,HUANCAYO,INGENIO,154,332,126
120124,JUNIN,HUANCAYO,PARIAHUANCA,68,860,1103
120125,JUNIN,HUANCAYO,PILCOMAYO,2304,1959,1158
120126,JUNIN,HUANCAYO,PUCARA,112,653,612
120127,JUNIN,HUANCAYO,QUICHUAY,94,236,85
120128,JUNIN,HUANCAYO,QUILCAS,235,530,257
120129,JUNIN,HUANCAYO,SAN AGUSTIN,2554,1428,751
120130,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,1175,847,238
120132,JUNIN,HUANCAYO,SANO,389,664,379
120133,JUNIN,HUANCAYO,SAPALLANGA,1441,1839,1377
120134,JUNIN,HUANCAYO,SICAYA,904,2009,2205
120135,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,85,625,1703
120136,JUNIN,HUANCAYO,VIQUES,119,263,157
120201,JUNIN,CONCEPCION,CONCEPCION,1875,878,464
120202,JUNIN,CONCEPCION,ACO,69,343,194
120203,JUNIN,CONCEPCION,ANDAMARCA,33,298,1028
120204,JUNIN,CONCEPCION,CHAMBARA,82,652,259
120205,JUNIN,CONCEPCION,COCHAS,23,457,245
120206,JUNIN,CONCEPCION,COMAS,118,487,1458
120207,JUNIN,CONCEPCION,HEROINAS TOLEDO,39,246,77
120208,JUNIN,CONCEPCION,MANZANARES,117,308,127
120209,JUNIN,CONCEPCION,MARISCAL CASTILLA,18,289,299
120210,JUNIN,CONCEPCION,MATAHUASI,128,469,323
120211,JUNIN,CONCEPCION,MITO,54,219,86
120212,JUNIN,CONCEPCION,NUEVE DE JULIO,103,302,169
120213,JUNIN,CONCEPCION,ORCOTUNA,373,565,286
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,237,721,325
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,162,345,96
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,3767,2863,3496
120302,JUNIN,CHANCHAMAYO,PERENE,2972,5160,9871
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,2238,3687,12791
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,266,858,951
120305,JUNIN,CHANCHAMAYO,SAN RAMON,4068,3698,4427
120306,JUNIN,CHANCHAMAYO,VITOC,115,288,95
120401,JUNIN,JAUJA,JAUJA,1278,1443,616
120402,JUNIN,JAUJA,ACOLLA,204,1077,397
120403,JUNIN,JAUJA,APATA,151,866,582
120404,JUNIN,JAUJA,ATAURA,132,185,32
120405,JUNIN,JAUJA,CANCHAYLLO,175,177,104
120406,JUNIN,JAUJA,CURICACA,78,127,265
120407,JUNIN,JAUJA,EL MANTARO,181,287,141
120408,JUNIN,JAUJA,HUAMALI,146,237,63
120409,JUNIN,JAUJA,HUARIPAMPA,46,211,105
120410,JUNIN,JAUJA,HUERTAS,132,464,200
120411,JUNIN,JAUJA,JANJAILLO,22,111,116
120412,JUNIN,JAUJA,JULCAN,56,190,77
120413,JUNIN,JAUJA,LEONOR ORDONEZ,147,358,116
120414,JUNIN,JAUJA,LLOCLLAPAMPA,133,121,76
120415,JUNIN,JAUJA,MARCO,55,394,164
120416,JUNIN,JAUJA,MASMA,127,446,137
120417,JUNIN,JAUJA,MASMA CHICCHE,24,192,85
120418,JUNIN,JAUJA,MOLINOS,65,262,116
120419,JUNIN,JAUJA,MONOBAMBA,32,219,369
120420,JUNIN,JAUJA,MUQUI,68,208,102
120421,JUNIN,JAUJA,MUQUIYAUYO,104,316,208
120422,JUNIN,JAUJA,PACA,35,245,65
120423,JUNIN,JAUJA,PACCHA,125,268,96
120424,JUNIN,JAUJA,PANCAN,101,431,139
120425,JUNIN,JAUJA,PARCO,35,194,139
120426,JUNIN,JAUJA,POMACANCHA,63,281,136
120427,JUNIN,JAUJA,RICRAN,44,233,158
120428,JUNIN,JAUJA,SAN LORENZO,135,516,135
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,38,98,61
120430,JUNIN,JAUJA,SAUSA,671,332,132
120431,JUNIN,JAUJA,SINCOS,146,810,302
120432,JUNIN,JAUJA,TUNAN MARCA,85,168,117
120433,JUNIN,JAUJA,YAULI,34,257,89
120434,JUNIN,JAUJA,YAUYOS,1110,779,451
120501,JUNIN,JUNIN,JUNIN,788,1271,499
120502,JUNIN,JUNIN,CARHUAMAYO,542,756,522
120503,JUNIN,JUNIN,ONDORES,83,212,233
120504,JUNIN,JUNIN,ULCUMAYO,151,628,1312
120601,JUNIN,SATIPO,SATIPO,2224,4516,6251
120602,JUNIN,SATIPO,COVIRIALI,141,690,632
120603,JUNIN,SATIPO,LLAYLLA,101,1055,806
120604,JUNIN,SATIPO,MAZAMARI,1139,3418,5841
120605,JUNIN,SATIPO,PAMPA HERMOSA,65,473,1039
120606,JUNIN,SATIPO,PANGOA,2437,5926,17310
120607,JUNIN,SATIPO,RIO NEGRO,371,1736,4035
120608,JUNIN,SATIPO,RIO TAMBO,595,750,9744
,JUNIN,SATIPO,VISCATAN DEL ENE,66,220,1394
,JUNIN,SATIPO,MAZAMARI/PANGOA,94,2,579
120701,JUNIN,TARMA,TARMA,6013,5523,2697
120702,JUNIN,TARMA,ACOBAMBA,286,674,1238
120703,JUNIN,TARMA,HUARICOLCA,39,592,274
120704,JUNIN,TARMA,HUASAHUASI,480,1654,881
120705,JUNIN,TARMA,LA UNION,266,430,106
120706,JUNIN,TARMA,PALCA,377,1039,378
120707,JUNIN,TARMA,PALCAMAYO,247,644,325
120708,JUNIN,TARMA,SAN PEDRO DE CAJAS,159,524,686
120709,JUNIN,TARMA,TAPO,128,960,547
120801,JUNIN,YAULI,LA OROYA,2078,804,193
120802,JUNIN,YAULI,CHACAPALPA,38,83,130
120803,JUNIN,YAULI,HUAY-HUAY,119,71,35
120804,JUNIN,YAULI,MARCAPOMACOCHA,68,160,138
120805,JUNIN,YAULI,MOROCOCHA,200,61,10
120806,JUNIN,YAULI,PACCHA,333,71,40
120807,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,133,124,101
120808,JUNIN,YAULI,SANTA ROSA DE SACCO,934,686,186
120809,JUNIN,YAULI,SUITUCANCHA,105,59,76
120810,JUNIN,YAULI,YAULI,201,111,86
120901,JUNIN,CHUPACA,CHUPACA,4123,1772,598
120902,JUNIN,CHUPACA,AHUAC,509,741,363
120903,JUNIN,CHUPACA,CHONGOS BAJO,307,681,218
120904,JUNIN,CHUPACA,HUACHAC,192,346,206
120905,JUNIN,CHUPACA,HUAMANCACA CHICO,547,826,484
120906,JUNIN,CHUPACA,SAN JUAN DE ISCOS,213,425,145
120907,JUNIN,CHUPACA,SAN JUAN DE JARPA,89,576,335
120908,JUNIN,CHUPACA,TRES DE DICIEMBRE,66,456,409
120909,JUNIN,CHUPACA,YANACANCHA,98,405,360
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,115250,226543,108194
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,12666,20601,5119
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,115250,226543,108194
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,6971,9582,3071
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,18001,28684,6125
130106,LA LIBERTAD,TRUJILLO,LAREDO,3346,5125,830
130107,LA LIBERTAD,TRUJILLO,MOCHE,4759,2809,473
130108,LA LIBERTAD,TRUJILLO,POROTO,137,531,714
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,2134,3729,764
130110,LA LIBERTAD,TRUJILLO,SIMBAL,162,885,505
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,5006,4270,373
,LA LIBERTAD,TRUJILLO,ALTO TRUJILLO,5626,13676,4893
130201,LA LIBERTAD,ASCOPE,ASCOPE,553,1137,344
130202,LA LIBERTAD,ASCOPE,CHICAMA,657,2043,762
130203,LA LIBERTAD,ASCOPE,CHOCOPE,554,717,230
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,121,214,74
130205,LA LIBERTAD,ASCOPE,PAIJAN,1780,5197,1362
130206,LA LIBERTAD,ASCOPE,RAZURI,495,529,120
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,752,2183,285
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,1654,2818,515
130301,LA LIBERTAD,BOLIVAR,BOLIVAR,65,443,981
130302,LA LIBERTAD,BOLIVAR,BAMBAMARCA,90,641,569
130303,LA LIBERTAD,BOLIVAR,CONDORMARCA,23,326,471
130304,LA LIBERTAD,BOLIVAR,LONGOTEA,48,380,194
130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,4,219,446
130306,LA LIBERTAD,BOLIVAR,UCUNCHA,7,190,139
130401,LA LIBERTAD,CHEPEN,CHEPEN,4652,9014,1679
130402,LA LIBERTAD,CHEPEN,PACANGA,838,3309,1242
130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,506,2959,957
130501,LA LIBERTAD,JULCAN,JULCAN,189,1916,1706
130502,LA LIBERTAD,JULCAN,CALAMARCA,128,956,1315
130503,LA LIBERTAD,JULCAN,CARABAMBA,116,1389,840
130504,LA LIBERTAD,JULCAN,HUASO,60,492,1467
130601,LA LIBERTAD,OTUZCO,OTUZCO,908,2654,4009
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,220,1578,1593
130604,LA LIBERTAD,OTUZCO,CHARAT,42,447,381
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,29,352,1061
130606,LA LIBERTAD,OTUZCO,LA CUESTA,12,88,135
130608,LA LIBERTAD,OTUZCO,MACHE,99,777,246
130610,LA LIBERTAD,OTUZCO,PARANDAY,1,92,74
130611,LA LIBERTAD,OTUZCO,SALPO,160,1169,787
130613,LA LIBERTAD,OTUZCO,SINSICAP,102,1122,1292
130614,LA LIBERTAD,OTUZCO,USQUIL,243,3670,2974
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,704,2191,753
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,2915,5487,2729
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,226,685,144
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,1262,4692,1188
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,595,1421,1788
130801,LA LIBERTAD,PATAZ,TAYABAMBA,598,2230,1774
130802,LA LIBERTAD,PATAZ,BULDIBUYO,59,765,354
130803,LA LIBERTAD,PATAZ,CHILLIA,265,2534,1523
130804,LA LIBERTAD,PATAZ,HUANCASPATA,129,1239,627
130805,LA LIBERTAD,PATAZ,HUAYLILLAS,44,227,253
130806,LA LIBERTAD,PATAZ,HUAYO,51,581,596
130807,LA LIBERTAD,PATAZ,ONGON,37,6,643
130808,LA LIBERTAD,PATAZ,PARCOY,1203,1791,907
130809,LA LIBERTAD,PATAZ,PATAZ,377,419,404
130810,LA LIBERTAD,PATAZ,PIAS,95,214,150
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,31,112,702
130812,LA LIBERTAD,PATAZ,TAURIJA,81,671,403
130813,LA LIBERTAD,PATAZ,URPAY,34,248,519
130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,7347,6642,6901
130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,410,2671,2722
130903,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,188,1433,1384
130904,LA LIBERTAD,SANCHEZ CARRION,CURGOS,150,1387,1245
130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,219,1275,3281
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,172,1262,2171
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,118,1545,1572
130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,155,1821,3616
131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,377,2337,4012
131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,124,1145,643
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,149,468,1121
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,36,495,284
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,96,545,331
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,278,1374,1359
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,79,290,913
131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,38,381,821
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,581,2823,866
131102,LA LIBERTAD,GRAN CHIMU,LUCMA,39,750,649
131103,LA LIBERTAD,GRAN CHIMU,MARMOT,64,402,490
131104,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,134,1135,424
131201,LA LIBERTAD,VIRU,VIRU,4782,7672,1980
131202,LA LIBERTAD,VIRU,CHAO,2354,9604,2734
131203,LA LIBERTAD,VIRU,GUADALUPITO,349,1127,710
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,60382,152879,67833
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,60382,152879,67833
140103,LAMBAYEQUE,CHICLAYO,ETEN,582,1495,371
140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,242,415,17
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,8741,26208,5146
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,3542,11043,1040
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,395,1483,1206
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,2222,5619,2741
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,175,458,198
140110,LAMBAYEQUE,CHICLAYO,OYOTUN,271,1197,1465
140111,LAMBAYEQUE,CHICLAYO,PICSI,344,1596,728
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,3597,4912,750
140113,LAMBAYEQUE,CHICLAYO,REQUE,782,1558,764
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,1089,1704,649
140115,LAMBAYEQUE,CHICLAYO,SANA,360,1647,1413
140116,LAMBAYEQUE,CHICLAYO,CAYALTI,371,1258,400
140117,LAMBAYEQUE,CHICLAYO,PATAPO,240,1383,514
140118,LAMBAYEQUE,CHICLAYO,POMALCA,2779,4180,708
140119,LAMBAYEQUE,CHICLAYO,PUCALA,471,1429,395
140120,LAMBAYEQUE,CHICLAYO,TUMAN,3006,3606,515
140201,LAMBAYEQUE,FERRENAFE,FERRENAFE,3968,5437,542
140202,LAMBAYEQUE,FERRENAFE,CANARIS,179,1541,2441
140203,LAMBAYEQUE,FERRENAFE,INCAHUASI,278,1560,2347
140204,LAMBAYEQUE,FERRENAFE,MANUEL ANTONIO MESONES MURO,181,678,601
140205,LAMBAYEQUE,FERRENAFE,PITIPO,993,3022,1907
140206,LAMBAYEQUE,FERRENAFE,PUEBLO NUEVO,1280,3767,945
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,14261,42092,32982
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,121,399,154
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,300,1609,1066
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,1096,3180,845
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,780,3049,2439
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,1473,5635,4503
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,820,4022,4169
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,2009,6640,5385
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,349,2118,892
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,268,1114,3687
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,406,2646,1764
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,754,2546,2985
150101,LIMA,LIMA,LIMA,27859,33289,2899
150102,LIMA,LIMA,ANCON,4375,11272,2514
150103,LIMA,LIMA,ATE,35169,64437,13102
150104,LIMA,LIMA,BARRANCO,617071,1116683,243014
150105,LIMA,LIMA,BRENA,3132,2731,1059
150106,LIMA,LIMA,CARABAYLLO,17139,50463,14171
150107,LIMA,LIMA,CHACLACAYO,1868,6703,984
150108,LIMA,LIMA,CHORRILLOS,617071,1116683,243014
150109,LIMA,LIMA,CIENEGUILLA,2035,8489,3391
150110,LIMA,LIMA,COMAS,37647,70326,13150
150111,LIMA,LIMA,EL AGUSTINO,11140,27480,4609
150112,LIMA,LIMA,INDEPENDENCIA,18589,36763,9491
150113,LIMA,LIMA,JESUS MARIA,617071,1116683,243014
150114,LIMA,LIMA,LA MOLINA,2791,2246,294
150115,LIMA,LIMA,LA VICTORIA,14479,14319,1681
150116,LIMA,LIMA,LINCE,1270,663,116
150117,LIMA,LIMA,LOS OLIVOS,27710,18069,2009
150118,LIMA,LIMA,LURIGANCHO,7513,31663,14796
150119,LIMA,LIMA,LURIN,3583,19295,4001
150120,LIMA,LIMA,MAGDALENA DEL MAR,415,1072,259
150121,LIMA,LIMA,PUEBLO LIBRE,1169,675,151
150122,LIMA,LIMA,MIRAFLORES,703,370,54
150123,LIMA,LIMA,PACHACAMAC,8827,22844,6759
150124,LIMA,LIMA,PUCUSANA,603,4346,1418
150125,LIMA,LIMA,PUENTE PIEDRA,28985,60676,10585
150126,LIMA,LIMA,PUNTA HERMOSA,856,1527,576
150127,LIMA,LIMA,PUNTA NEGRA,319,1826,392
150128,LIMA,LIMA,RIMAC,12636,22197,6099
150129,LIMA,LIMA,SAN BARTOLO,978,1105,171
150130,LIMA,LIMA,SAN BORJA,1670,400,113
